"Estado","% Ocupación"
"Ciudad de México","30.68"
"Baja California Sur","22.22"
"México","19.20"
"Sinaloa","18.51"
"Quintana Roo","10.81"
"Chihuahua","9.62"
"Nayarit","9.52"
"Campeche","8.00"
"Guerrero","8.00"
"Hidalgo","7.69"
"Oaxaca","6.94"
"Chiapas","5.88"
"Aguascalientes","5.88"
"Coahuila de Zaragoza","5.33"
"Michoacán de Ocampo","5.26"
"Morelos","5.17"
"Jalisco","4.82"
"Querétaro","4.42"
"Baja California","4.21"
"Sonora","3.37"
"Tlaxcala","3.12"
"Veracruz de Ignacio de La Llave","2.75"
"Guanajuato","2.02"
"Nuevo León","1.92"
"Yucatán","1.81"
"Zacatecas","1.69"
"Tamaulipas","1.56"
"Puebla","1.51"
"San Luis Potosí","1.23"
"Durango","0.00"
"Colima","0.00"
"Tabasco","0.00"
