"Estado","% Ocupación"
"Nayarit","100.00"
"Tlaxcala","87.50"
"Querétaro","82.50"
"Veracruz de Ignacio de La Llave","77.09"
"Ciudad de México","74.87"
"Puebla","72.61"
"Tabasco","70.28"
"Yucatán","66.10"
"Colima","63.63"
"Guanajuato","62.96"
"Oaxaca","62.50"
"Zacatecas","60.00"
"Nuevo León","59.79"
"Sonora","58.97"
"México","56.96"
"Sinaloa","55.95"
"Baja California","54.90"
"Quintana Roo","54.68"
"Tamaulipas","51.82"
"Aguascalientes","46.93"
"Chihuahua","43.67"
"San Luis Potosí","38.20"
"Guerrero","37.50"
"Durango","37.25"
"Chiapas","35.37"
"Coahuila de Zaragoza","30.95"
"Jalisco","29.77"
"Michoacán de Ocampo","29.26"
"Morelos","28.00"
"Hidalgo","24.39"
"Campeche","16.66"
"Baja California Sur","0.00"
