"Estado","% Ocupación"
"Tlaxcala","87.50"
"Zacatecas","72.97"
"Yucatán","71.92"
"Querétaro","71.87"
"Tamaulipas","69.46"
"Nuevo León","68.40"
"Ciudad de México","66.45"
"Veracruz de Ignacio de La Llave","64.08"
"Puebla","57.89"
"Oaxaca","53.06"
"Durango","53.06"
"Sinaloa","50.64"
"Tabasco","48.70"
"México","48.69"
"Guanajuato","43.43"
"Quintana Roo","43.42"
"Baja California","42.42"
"Michoacán de Ocampo","42.30"
"Aguascalientes","40.74"
"San Luis Potosí","40.15"
"Jalisco","39.70"
"Chiapas","35.65"
"Guerrero","33.33"
"Hidalgo","30.86"
"Baja California Sur","30.00"
"Morelos","28.57"
"Sonora","28.26"
"Chihuahua","28.08"
"Colima","25.00"
"Coahuila de Zaragoza","23.63"
"Campeche","13.15"
"Nayarit","10.00"
