"Estado","% Ocupación"
"Ciudad de México","86.04"
"México","78.16"
"Nuevo León","72.26"
"Tlaxcala","59.55"
"Colima","57.74"
"Baja California","56.88"
"Hidalgo","55.21"
"Puebla","51.02"
"Aguascalientes","50.92"
"Jalisco","49.59"
"Querétaro","49.53"
"Coahuila de Zaragoza","46.66"
"Tabasco","45.61"
"Morelos","45.31"
"Sonora","45.12"
"San Luis Potosí","44.29"
"Oaxaca","44.13"
"Veracruz de Ignacio de La Llave","42.99"
"Guanajuato","42.09"
"Durango","40.74"
"Zacatecas","40.54"
"Guerrero","38.78"
"Sinaloa","36.20"
"Michoacán de Ocampo","35.88"
"Baja California Sur","35.29"
"Nayarit","28.45"
"Quintana Roo","27.42"
"Yucatán","25.77"
"Tamaulipas","23.13"
"Chihuahua","23.07"
"Chiapas","11.55"
"Campeche","4.65"
