"Estado","% Ocupación"
"Querétaro","80.55"
"Colima","66.66"
"Ciudad de México","56.87"
"Yucatán","51.51"
"México","42.02"
"Puebla","38.85"
"Chihuahua","34.73"
"Durango","33.84"
"Zacatecas","33.33"
"Tabasco","32.25"
"Aguascalientes","31.03"
"Morelos","28.16"
"San Luis Potosí","26.76"
"Veracruz de Ignacio de La Llave","26.35"
"Oaxaca","26.21"
"Sinaloa","24.32"
"Tamaulipas","22.80"
"Quintana Roo","20.33"
"Guerrero","20.00"
"Nuevo León","19.82"
"Jalisco","18.97"
"Guanajuato","15.49"
"Baja California","13.63"
"Sonora","11.62"
"Hidalgo","9.80"
"Chiapas","7.93"
"Coahuila de Zaragoza","7.27"
"Michoacán de Ocampo","6.06"
"Campeche","5.71"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
