"Estado","% Ocupación"
"Nayarit","70.00"
"Colima","66.15"
"Nuevo León","61.94"
"Hidalgo","54.45"
"Coahuila de Zaragoza","47.95"
"Puebla","44.58"
"Ciudad de México","44.13"
"Michoacán de Ocampo","42.25"
"México","40.46"
"Veracruz de Ignacio de La Llave","39.68"
"Baja California Sur","38.88"
"Tamaulipas","37.31"
"Zacatecas","36.11"
"Yucatán","35.94"
"Sinaloa","35.74"
"Durango","34.34"
"Guanajuato","33.55"
"Baja California","31.50"
"Aguascalientes","30.37"
"Tabasco","30.32"
"San Luis Potosí","30.17"
"Guerrero","28.83"
"Quintana Roo","28.66"
"Oaxaca","27.52"
"Jalisco","26.67"
"Querétaro","26.36"
"Morelos","26.07"
"Sonora","25.97"
"Chihuahua","25.06"
"Tlaxcala","14.93"
"Campeche","13.85"
"Chiapas","11.41"
