"Estado","% Ocupación"
"Chihuahua","84.20"
"Coahuila de Zaragoza","68.44"
"Durango","66.07"
"Nuevo León","59.98"
"Ciudad de México","51.33"
"México","41.47"
"Zacatecas","41.39"
"Hidalgo","39.54"
"Aguascalientes","34.23"
"Nayarit","33.54"
"Colima","30.76"
"Guerrero","29.86"
"Querétaro","29.47"
"Oaxaca","28.53"
"Guanajuato","26.64"
"Baja California","25.24"
"Michoacán de Ocampo","24.14"
"Jalisco","23.65"
"Sinaloa","21.65"
"Veracruz de Ignacio de La Llave","20.16"
"San Luis Potosí","19.98"
"Puebla","19.79"
"Sonora","19.58"
"Quintana Roo","19.49"
"Tabasco","18.59"
"Morelos","16.48"
"Tamaulipas","16.13"
"Baja California Sur","13.46"
"Yucatán","11.54"
"Tlaxcala","10.45"
"Campeche","4.23"
"Chiapas","4.12"
