"Estado","% Ocupación"
"Ciudad de México","75.94"
"Sinaloa","75.00"
"Baja California","66.17"
"México","66.16"
"Guerrero","62.96"
"Tlaxcala","57.14"
"Veracruz de Ignacio de La Llave","51.64"
"Morelos","50.00"
"Hidalgo","50.00"
"Tabasco","46.87"
"Quintana Roo","43.90"
"Oaxaca","33.33"
"Yucatán","33.33"
"Puebla","33.33"
"Campeche","33.33"
"Zacatecas","27.27"
"Querétaro","24.13"
"Guanajuato","19.73"
"Michoacán de Ocampo","18.18"
"Chiapas","16.66"
"Sonora","15.62"
"Tamaulipas","14.28"
"Chihuahua","12.00"
"Coahuila de Zaragoza","11.11"
"Nuevo León","10.04"
"Jalisco","10.00"
"San Luis Potosí","9.09"
"Durango","6.25"
"Aguascalientes","0.00"
"Baja California Sur","0.00"
"Colima","0.00"
"Nayarit","0.00"
