"Estado","% Ocupación"
"Ciudad de México","51.44"
"Oaxaca","44.44"
"México","39.43"
"Querétaro","36.45"
"Yucatán","35.97"
"Tabasco","32.74"
"Aguascalientes","30.09"
"Colima","29.87"
"San Luis Potosí","28.75"
"Michoacán de Ocampo","27.14"
"Tlaxcala","26.92"
"Puebla","26.85"
"Veracruz de Ignacio de La Llave","25.97"
"Nuevo León","25.71"
"Hidalgo","24.88"
"Chihuahua","24.47"
"Morelos","19.54"
"Jalisco","19.04"
"Zacatecas","16.95"
"Sinaloa","16.56"
"Guerrero","15.78"
"Baja California Sur","14.55"
"Durango","14.08"
"Baja California","12.83"
"Guanajuato","12.66"
"Tamaulipas","11.37"
"Coahuila de Zaragoza","10.70"
"Sonora","8.05"
"Quintana Roo","7.96"
"Chiapas","7.94"
"Nayarit","5.97"
"Campeche","4.68"
