"Estado","% Ocupación"
"Ciudad de México","91.47"
"Guanajuato","82.73"
"México","82.06"
"Nuevo León","81.41"
"Hidalgo","78.87"
"Puebla","71.91"
"Morelos","68.92"
"Nayarit","64.21"
"Baja California","61.56"
"Guerrero","60.57"
"Sonora","59.48"
"Querétaro","59.06"
"Tlaxcala","51.69"
"Michoacán de Ocampo","51.37"
"Baja California Sur","50.93"
"Oaxaca","50.90"
"Coahuila de Zaragoza","50.81"
"Jalisco","48.83"
"Zacatecas","46.91"
"Veracruz de Ignacio de La Llave","41.33"
"Durango","37.60"
"Sinaloa","36.80"
"Aguascalientes","36.23"
"Tabasco","34.66"
"Colima","31.65"
"San Luis Potosí","30.71"
"Tamaulipas","28.11"
"Quintana Roo","25.79"
"Chihuahua","20.84"
"Chiapas","13.18"
"Yucatán","11.20"
"Campeche","4.96"
