"Estado","% Ocupación"
"Nuevo León","53.61"
"Nayarit","52.82"
"Colima","49.47"
"Ciudad de México","47.13"
"Hidalgo","40.67"
"Durango","40.00"
"México","37.85"
"Veracruz de Ignacio de La Llave","37.26"
"Michoacán de Ocampo","35.55"
"Guerrero","34.65"
"Zacatecas","31.07"
"Puebla","30.91"
"Coahuila de Zaragoza","29.69"
"Baja California Sur","28.61"
"Querétaro","28.07"
"Tamaulipas","26.19"
"Sinaloa","26.15"
"Baja California","25.75"
"Chihuahua","25.19"
"Guanajuato","24.39"
"Aguascalientes","23.91"
"Yucatán","23.65"
"Oaxaca","23.34"
"Jalisco","22.10"
"San Luis Potosí","22.07"
"Quintana Roo","20.70"
"Morelos","20.42"
"Tabasco","19.70"
"Sonora","14.96"
"Tlaxcala","14.00"
"Chiapas","6.99"
"Campeche","5.17"
