"Estado","% Ocupación"
"Durango","71.47"
"Ciudad de México","64.71"
"Nuevo León","64.32"
"Coahuila de Zaragoza","62.06"
"Guanajuato","58.31"
"Zacatecas","56.00"
"Hidalgo","55.59"
"México","50.58"
"Aguascalientes","49.77"
"Chihuahua","45.11"
"Querétaro","41.04"
"Baja California","39.29"
"Sonora","37.12"
"Oaxaca","29.80"
"Nayarit","27.33"
"Morelos","25.89"
"Michoacán de Ocampo","25.63"
"San Luis Potosí","25.56"
"Puebla","23.19"
"Jalisco","22.84"
"Guerrero","21.50"
"Tabasco","21.20"
"Tamaulipas","20.12"
"Sinaloa","19.55"
"Veracruz de Ignacio de La Llave","18.03"
"Baja California Sur","17.53"
"Colima","12.57"
"Tlaxcala","11.49"
"Yucatán","10.36"
"Quintana Roo","9.45"
"Campeche","3.16"
"Chiapas","2.50"
