"Estado","% Ocupación"
"Ciudad de México","88.92"
"Guanajuato","82.62"
"México","81.86"
"Nuevo León","77.88"
"Hidalgo","76.38"
"Morelos","69.39"
"Puebla","64.93"
"Baja California","56.62"
"Querétaro","54.77"
"Nayarit","54.01"
"Sonora","52.59"
"Tlaxcala","52.26"
"Oaxaca","50.22"
"Coahuila de Zaragoza","49.39"
"Guerrero","48.95"
"Jalisco","46.41"
"Michoacán de Ocampo","45.51"
"Zacatecas","45.00"
"Veracruz de Ignacio de La Llave","39.92"
"Durango","39.27"
"Baja California Sur","38.49"
"Aguascalientes","34.83"
"Tabasco","34.38"
"Sinaloa","33.50"
"Colima","31.38"
"Tamaulipas","30.47"
"San Luis Potosí","27.56"
"Quintana Roo","27.08"
"Chihuahua","20.80"
"Yucatán","10.95"
"Chiapas","7.18"
"Campeche","6.08"
