"Estado","% Ocupación"
"Ciudad de México","77.96"
"México","76.56"
"Veracruz de Ignacio de La Llave","72.63"
"Baja California","63.73"
"Tlaxcala","62.50"
"Sonora","62.29"
"Sinaloa","61.81"
"Guerrero","58.97"
"Chiapas","56.00"
"Morelos","54.90"
"Puebla","53.03"
"Guanajuato","52.00"
"Tabasco","49.30"
"Coahuila de Zaragoza","46.42"
"Oaxaca","45.45"
"Yucatán","44.23"
"Quintana Roo","38.80"
"San Luis Potosí","37.50"
"Michoacán de Ocampo","37.14"
"Zacatecas","36.36"
"Nuevo León","35.15"
"Chihuahua","35.13"
"Querétaro","33.89"
"Durango","33.33"
"Jalisco","31.64"
"Aguascalientes","29.26"
"Colima","28.57"
"Tamaulipas","27.72"
"Hidalgo","10.84"
"Campeche","9.52"
"Baja California Sur","7.69"
"Nayarit","0.00"
