"Estado","% Ocupación"
"Baja California","68.54"
"México","60.55"
"Chiapas","57.14"
"Ciudad de México","56.27"
"Guerrero","49.60"
"Veracruz de Ignacio de La Llave","49.25"
"Puebla","47.89"
"Sinaloa","46.96"
"Sonora","39.42"
"Oaxaca","33.64"
"Tlaxcala","33.33"
"Tabasco","32.87"
"Nayarit","31.74"
"Quintana Roo","27.48"
"Morelos","26.60"
"Yucatán","25.45"
"Querétaro","25.42"
"Chihuahua","22.26"
"Nuevo León","20.66"
"Hidalgo","20.37"
"San Luis Potosí","18.81"
"Campeche","17.54"
"Aguascalientes","15.90"
"Michoacán de Ocampo","15.26"
"Tamaulipas","14.88"
"Colima","11.76"
"Jalisco","11.46"
"Baja California Sur","10.90"
"Durango","9.52"
"Coahuila de Zaragoza","8.83"
"Zacatecas","8.21"
"Guanajuato","7.01"
