"Estado","% Ocupación"
"Durango","81.15"
"Zacatecas","70.73"
"Aguascalientes","69.79"
"Chihuahua","67.47"
"Nuevo León","65.65"
"Querétaro","65.62"
"Ciudad de México","62.73"
"Baja California","56.86"
"Coahuila de Zaragoza","43.33"
"Oaxaca","42.30"
"México","37.55"
"Sonora","36.84"
"Jalisco","35.05"
"Sinaloa","32.25"
"Tamaulipas","32.05"
"Michoacán de Ocampo","30.43"
"Guerrero","30.23"
"San Luis Potosí","28.28"
"Veracruz de Ignacio de La Llave","28.26"
"Guanajuato","25.68"
"Tabasco","25.00"
"Yucatán","24.07"
"Morelos","21.15"
"Puebla","20.61"
"Hidalgo","19.58"
"Colima","15.78"
"Quintana Roo","11.86"
"Chiapas","4.16"
"Nayarit","3.33"
"Campeche","2.94"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
