"Estado","% Ocupación"
"Durango","78.00"
"Chihuahua","77.07"
"Coahuila de Zaragoza","67.50"
"Nuevo León","62.50"
"Zacatecas","57.24"
"Ciudad de México","55.85"
"Aguascalientes","52.72"
"Hidalgo","43.88"
"México","42.46"
"Guanajuato","34.02"
"Querétaro","32.17"
"Nayarit","26.11"
"Michoacán de Ocampo","25.83"
"Guerrero","25.46"
"Oaxaca","24.87"
"Baja California","24.77"
"San Luis Potosí","24.71"
"Puebla","22.87"
"Jalisco","22.86"
"Sinaloa","22.06"
"Sonora","21.84"
"Veracruz de Ignacio de La Llave","20.99"
"Tabasco","19.55"
"Morelos","18.98"
"Colima","18.55"
"Tamaulipas","18.17"
"Baja California Sur","15.25"
"Tlaxcala","13.90"
"Quintana Roo","13.83"
"Yucatán","10.36"
"Chiapas","3.08"
"Campeche","2.97"
