"Estado","% Ocupación"
"Querétaro","80.00"
"Ciudad de México","73.21"
"Yucatán","68.42"
"Oaxaca","61.17"
"Morelos","59.61"
"México","58.45"
"Tlaxcala","50.00"
"Puebla","44.23"
"Tabasco","39.65"
"Tamaulipas","38.14"
"Aguascalientes","36.20"
"Nuevo León","32.86"
"Veracruz de Ignacio de La Llave","30.71"
"Michoacán de Ocampo","30.55"
"Hidalgo","30.15"
"Zacatecas","30.00"
"Jalisco","29.48"
"San Luis Potosí","28.75"
"Sinaloa","26.16"
"Guerrero","24.77"
"Chihuahua","24.77"
"Guanajuato","22.58"
"Durango","22.07"
"Baja California","17.39"
"Quintana Roo","17.24"
"Sonora","16.17"
"Baja California Sur","14.28"
"Coahuila de Zaragoza","12.12"
"Colima","11.11"
"Chiapas","4.76"
"Campeche","3.12"
"Nayarit","0.00"
