"Estado","% Ocupación"
"Nuevo León","59.89"
"Tabasco","57.21"
"Baja California","55.93"
"México","54.81"
"Ciudad de México","48.88"
"Puebla","48.42"
"Sonora","48.03"
"Guerrero","46.96"
"Sinaloa","45.81"
"Veracruz de Ignacio de La Llave","43.34"
"Tlaxcala","42.40"
"Yucatán","42.02"
"San Luis Potosí","39.84"
"Colima","38.88"
"Oaxaca","38.00"
"Querétaro","34.55"
"Tamaulipas","34.52"
"Quintana Roo","32.37"
"Nayarit","32.35"
"Coahuila de Zaragoza","30.85"
"Aguascalientes","28.96"
"Durango","28.31"
"Chiapas","27.68"
"Jalisco","27.11"
"Zacatecas","27.04"
"Hidalgo","25.44"
"Baja California Sur","23.30"
"Michoacán de Ocampo","23.04"
"Guanajuato","22.05"
"Campeche","20.71"
"Chihuahua","18.89"
"Morelos","16.44"
