"Estado","% Ocupación"
"Querétaro","65.62"
"Nuevo León","58.41"
"Ciudad de México","58.08"
"Aguascalientes","55.38"
"Chihuahua","54.21"
"Baja California","48.95"
"Durango","46.42"
"Yucatán","42.10"
"Oaxaca","41.90"
"Veracruz de Ignacio de La Llave","35.76"
"Michoacán de Ocampo","34.37"
"Jalisco","33.70"
"Puebla","32.67"
"México","32.43"
"Tamaulipas","30.76"
"San Luis Potosí","30.09"
"Zacatecas","30.00"
"Sinaloa","30.00"
"Guerrero","29.46"
"Sonora","26.66"
"Quintana Roo","26.19"
"Tabasco","25.43"
"Guanajuato","23.23"
"Morelos","21.87"
"Colima","20.00"
"Hidalgo","19.58"
"Coahuila de Zaragoza","15.38"
"Chiapas","10.12"
"Baja California Sur","6.66"
"Campeche","5.88"
"Nayarit","3.33"
"Tlaxcala","0.00"
