"Estado","% Ocupación"
"Puebla","47.91"
"Ciudad de México","47.19"
"Oaxaca","45.52"
"Morelos","45.34"
"Querétaro","40.97"
"México","39.79"
"Guerrero","32.93"
"Hidalgo","25.15"
"Nuevo León","23.33"
"Aguascalientes","22.01"
"Veracruz de Ignacio de La Llave","21.85"
"Tabasco","21.33"
"Durango","21.33"
"Baja California Sur","20.94"
"Michoacán de Ocampo","20.47"
"Guanajuato","17.37"
"Jalisco","16.47"
"Chihuahua","14.99"
"Sinaloa","14.65"
"Tlaxcala","13.40"
"Zacatecas","13.39"
"Sonora","13.27"
"San Luis Potosí","13.18"
"Yucatán","12.94"
"Colima","12.62"
"Tamaulipas","11.91"
"Quintana Roo","9.84"
"Nayarit","9.78"
"Baja California","7.68"
"Coahuila de Zaragoza","7.18"
"Chiapas","6.87"
"Campeche","3.81"
