"Estado","% Ocupación"
"Tabasco","83.87"
"Nuevo León","78.98"
"Nayarit","74.35"
"Colima","63.52"
"Veracruz de Ignacio de La Llave","62.56"
"Guanajuato","61.54"
"Sonora","60.27"
"Puebla","60.06"
"Coahuila de Zaragoza","55.21"
"Ciudad de México","53.95"
"México","51.33"
"Tamaulipas","48.51"
"Baja California","47.12"
"Sinaloa","47.11"
"Tlaxcala","46.84"
"Quintana Roo","39.78"
"Hidalgo","37.02"
"Guerrero","36.48"
"Campeche","35.36"
"Oaxaca","34.91"
"Chiapas","34.80"
"Yucatán","32.34"
"Durango","30.76"
"Aguascalientes","28.95"
"San Luis Potosí","27.53"
"Baja California Sur","26.45"
"Michoacán de Ocampo","25.13"
"Jalisco","24.98"
"Morelos","23.99"
"Querétaro","21.55"
"Chihuahua","20.46"
"Zacatecas","15.85"
