"Estado","% Ocupación"
"Tlaxcala","100.00"
"México","73.61"
"Veracruz de Ignacio de La Llave","70.00"
"Querétaro","68.96"
"Guerrero","67.30"
"Baja California","65.27"
"Chiapas","61.11"
"Ciudad de México","61.11"
"Morelos","57.14"
"Oaxaca","56.09"
"Sonora","53.06"
"Puebla","49.20"
"Yucatán","48.21"
"Sinaloa","47.50"
"Tabasco","37.34"
"Guanajuato","37.33"
"Quintana Roo","36.66"
"Colima","33.33"
"Coahuila de Zaragoza","30.76"
"Chihuahua","30.23"
"San Luis Potosí","29.72"
"Michoacán de Ocampo","21.87"
"Tamaulipas","18.94"
"Nuevo León","17.98"
"Jalisco","17.19"
"Durango","16.66"
"Zacatecas","14.28"
"Campeche","11.76"
"Hidalgo","9.52"
"Baja California Sur","0.00"
"Aguascalientes","0.00"
"Nayarit","0.00"
