"Estado","% Ocupación"
"Nayarit","76.64"
"Coahuila de Zaragoza","66.06"
"Nuevo León","65.63"
"Puebla","57.28"
"Tabasco","56.97"
"Veracruz de Ignacio de La Llave","54.19"
"Colima","51.20"
"Guanajuato","50.72"
"Baja California Sur","50.00"
"Ciudad de México","48.29"
"Tamaulipas","47.74"
"México","43.78"
"Yucatán","41.26"
"Hidalgo","40.95"
"Sinaloa","40.55"
"Zacatecas","40.25"
"Sonora","39.14"
"Quintana Roo","38.58"
"Oaxaca","37.81"
"Michoacán de Ocampo","36.99"
"Baja California","36.75"
"Aguascalientes","34.43"
"Guerrero","33.60"
"San Luis Potosí","32.07"
"Morelos","31.08"
"Durango","29.76"
"Chiapas","27.82"
"Tlaxcala","27.29"
"Querétaro","24.56"
"Campeche","23.51"
"Jalisco","23.30"
"Chihuahua","22.46"
