"Estado","% Ocupación"
"Ciudad de México","36.96"
"Chihuahua","35.29"
"Tabasco","30.05"
"Aguascalientes","26.10"
"Colima","26.02"
"México","25.21"
"Tlaxcala","23.77"
"Oaxaca","23.19"
"Querétaro","23.02"
"Hidalgo","22.38"
"Yucatán","22.27"
"Sinaloa","20.30"
"Puebla","18.44"
"Michoacán de Ocampo","18.05"
"Nuevo León","16.18"
"Baja California Sur","16.12"
"Veracruz de Ignacio de La Llave","15.53"
"Durango","15.44"
"Jalisco","14.61"
"Guerrero","14.46"
"San Luis Potosí","14.28"
"Morelos","14.01"
"Tamaulipas","13.45"
"Sonora","12.26"
"Zacatecas","11.69"
"Baja California","9.27"
"Quintana Roo","8.18"
"Guanajuato","7.95"
"Coahuila de Zaragoza","6.69"
"Nayarit","5.82"
"Chiapas","5.41"
"Campeche","4.06"
