"Estado","% Ocupación"
"Zacatecas","100.00"
"Tlaxcala","100.00"
"Ciudad de México","89.22"
"México","84.33"
"Querétaro","79.41"
"Nuevo León","79.39"
"Tabasco","74.00"
"Oaxaca","68.91"
"Puebla","62.00"
"Aguascalientes","57.89"
"Jalisco","53.49"
"Morelos","50.90"
"Durango","47.50"
"Guanajuato","47.31"
"Yucatán","45.94"
"Veracruz de Ignacio de La Llave","44.82"
"Tamaulipas","43.43"
"Hidalgo","42.64"
"Sinaloa","41.66"
"Sonora","40.00"
"Michoacán de Ocampo","39.47"
"Coahuila de Zaragoza","39.21"
"Baja California","28.26"
"San Luis Potosí","26.59"
"Chihuahua","26.16"
"Guerrero","25.55"
"Quintana Roo","21.17"
"Campeche","15.00"
"Baja California Sur","11.11"
"Colima","9.52"
"Nayarit","3.33"
"Chiapas","3.33"
