"Estado","% Ocupación"
"Ciudad de México","63.45"
"Aguascalientes","62.00"
"Zacatecas","55.26"
"Baja California","49.22"
"México","48.20"
"Nuevo León","47.95"
"Querétaro","45.56"
"Durango","41.28"
"Coahuila de Zaragoza","38.37"
"Oaxaca","36.70"
"Hidalgo","32.14"
"San Luis Potosí","30.66"
"Chihuahua","29.64"
"Jalisco","28.59"
"Sonora","26.08"
"Morelos","22.53"
"Guanajuato","21.57"
"Michoacán de Ocampo","19.52"
"Sinaloa","19.35"
"Tabasco","19.11"
"Tlaxcala","17.54"
"Veracruz de Ignacio de La Llave","15.11"
"Tamaulipas","14.33"
"Colima","14.28"
"Baja California Sur","13.98"
"Yucatán","13.86"
"Puebla","13.68"
"Guerrero","11.46"
"Quintana Roo","8.39"
"Nayarit","7.53"
"Chiapas","1.19"
"Campeche","1.11"
