"Estado","% Ocupación"
"Zacatecas","97.29"
"Tlaxcala","87.50"
"Ciudad de México","81.66"
"Querétaro","80.00"
"México","71.85"
"Durango","68.96"
"Aguascalientes","65.11"
"Oaxaca","60.81"
"Nuevo León","60.62"
"Baja California","57.14"
"Coahuila de Zaragoza","54.54"
"Michoacán de Ocampo","50.00"
"Hidalgo","50.00"
"Tabasco","46.42"
"Guanajuato","44.03"
"Jalisco","43.35"
"San Luis Potosí","41.37"
"Sonora","41.26"
"Yucatán","41.17"
"Sinaloa","40.86"
"Chihuahua","37.61"
"Puebla","34.72"
"Baja California Sur","33.33"
"Veracruz de Ignacio de La Llave","32.83"
"Morelos","30.00"
"Guerrero","27.83"
"Tamaulipas","26.92"
"Quintana Roo","18.18"
"Colima","10.52"
"Campeche","6.25"
"Chiapas","4.54"
"Nayarit","0.00"
