"Estado","% Ocupación"
"Tabasco","78.16"
"Nuevo León","77.71"
"Nayarit","71.89"
"Colima","67.85"
"Puebla","67.05"
"Coahuila de Zaragoza","63.76"
"Veracruz de Ignacio de La Llave","63.11"
"Tamaulipas","60.01"
"Guanajuato","59.23"
"Sonora","56.44"
"Ciudad de México","53.46"
"México","47.95"
"Sinaloa","45.69"
"Quintana Roo","44.13"
"Baja California","42.78"
"Tlaxcala","42.59"
"Hidalgo","42.13"
"Oaxaca","41.65"
"Yucatán","40.38"
"Baja California Sur","39.20"
"Zacatecas","37.75"
"Michoacán de Ocampo","37.04"
"Campeche","37.01"
"Guerrero","34.17"
"Chiapas","33.49"
"San Luis Potosí","30.26"
"Durango","28.81"
"Morelos","28.60"
"Aguascalientes","25.55"
"Jalisco","25.50"
"Querétaro","24.74"
"Chihuahua","23.89"
