"Estado","% Ocupación"
"Ciudad de México","68.16"
"Baja California","61.08"
"México","47.58"
"Morelos","35.75"
"Quintana Roo","35.73"
"Guerrero","34.39"
"Sinaloa","32.49"
"Tabasco","31.41"
"Campeche","29.62"
"Chihuahua","24.20"
"Veracruz de Ignacio de La Llave","20.38"
"Tlaxcala","20.00"
"Yucatán","16.55"
"Hidalgo","16.35"
"Coahuila de Zaragoza","14.73"
"Puebla","13.43"
"Durango","13.38"
"Tamaulipas","10.91"
"Michoacán de Ocampo","10.33"
"Nayarit","10.28"
"Oaxaca","10.07"
"Nuevo León","9.22"
"Aguascalientes","9.09"
"Sonora","7.02"
"Baja California Sur","6.54"
"Guanajuato","6.00"
"Chiapas","5.51"
"Jalisco","5.27"
"San Luis Potosí","4.97"
"Querétaro","4.78"
"Zacatecas","4.52"
"Colima","2.19"
