"Estado","% Ocupación"
"Ciudad de México","85.29"
"Nuevo León","77.08"
"México","75.61"
"Colima","65.95"
"Aguascalientes","63.88"
"Hidalgo","58.23"
"Oaxaca","57.82"
"Querétaro","53.09"
"San Luis Potosí","52.44"
"Puebla","50.43"
"Tlaxcala","50.35"
"Jalisco","48.33"
"Nayarit","47.27"
"Tabasco","46.42"
"Guanajuato","46.33"
"Veracruz de Ignacio de La Llave","45.25"
"Baja California","44.47"
"Zacatecas","42.94"
"Sonora","39.57"
"Guerrero","38.97"
"Morelos","38.65"
"Sinaloa","37.55"
"Baja California Sur","36.84"
"Coahuila de Zaragoza","35.25"
"Michoacán de Ocampo","34.96"
"Yucatán","32.82"
"Durango","32.47"
"Chihuahua","24.42"
"Quintana Roo","23.83"
"Tamaulipas","22.92"
"Chiapas","15.48"
"Campeche","3.87"
