"Estado","% Ocupación"
"Ciudad de México","79.83"
"México","79.27"
"Guerrero","64.20"
"Chiapas","57.20"
"Baja California","55.22"
"Morelos","53.16"
"Sonora","48.09"
"Tlaxcala","46.57"
"Veracruz de Ignacio de La Llave","45.95"
"Puebla","45.33"
"Nayarit","45.06"
"Oaxaca","44.28"
"Hidalgo","42.52"
"Tabasco","40.32"
"Sinaloa","37.30"
"Guanajuato","35.22"
"Quintana Roo","31.60"
"Querétaro","28.32"
"Coahuila de Zaragoza","26.64"
"Jalisco","26.33"
"Chihuahua","23.92"
"Yucatán","23.63"
"Nuevo León","22.79"
"Colima","22.50"
"Michoacán de Ocampo","22.36"
"Aguascalientes","18.30"
"Durango","17.31"
"Campeche","13.88"
"Tamaulipas","11.26"
"San Luis Potosí","9.63"
"Baja California Sur","7.78"
"Zacatecas","5.95"
