"Estado","% Ocupación"
"Querétaro","77.77"
"Yucatán","65.00"
"Ciudad de México","61.00"
"México","51.96"
"Puebla","43.75"
"Oaxaca","41.17"
"Tabasco","40.35"
"Aguascalientes","34.48"
"Michoacán de Ocampo","33.33"
"Chihuahua","31.08"
"Veracruz de Ignacio de La Llave","27.64"
"Durango","25.97"
"Tamaulipas","25.96"
"Sinaloa","25.21"
"San Luis Potosí","24.69"
"Morelos","22.85"
"Nuevo León","22.51"
"Sonora","21.81"
"Guerrero","21.42"
"Jalisco","20.66"
"Hidalgo","19.60"
"Colima","16.66"
"Zacatecas","15.00"
"Guanajuato","13.97"
"Baja California","13.63"
"Tlaxcala","12.50"
"Quintana Roo","12.16"
"Coahuila de Zaragoza","11.32"
"Campeche","3.12"
"Nayarit","0.00"
"Chiapas","0.00"
"Baja California Sur","0.00"
