"Estado","% Ocupación"
"Tabasco","34.83"
"Ciudad de México","33.94"
"Chihuahua","33.49"
"Aguascalientes","29.52"
"Hidalgo","27.66"
"Tlaxcala","26.22"
"Colima","25.37"
"México","25.18"
"Oaxaca","24.37"
"Querétaro","22.82"
"Puebla","21.09"
"Yucatán","20.85"
"Michoacán de Ocampo","19.48"
"Sinaloa","19.30"
"Durango","17.82"
"San Luis Potosí","16.87"
"Baja California Sur","16.75"
"Veracruz de Ignacio de La Llave","16.23"
"Nuevo León","15.64"
"Tamaulipas","13.55"
"Guerrero","13.24"
"Sonora","12.54"
"Jalisco","12.21"
"Zacatecas","12.13"
"Morelos","9.93"
"Coahuila de Zaragoza","8.48"
"Nayarit","7.61"
"Guanajuato","7.61"
"Quintana Roo","7.31"
"Chiapas","6.34"
"Baja California","5.50"
"Campeche","4.06"
