"Estado","% Ocupación"
"Colima","43.29"
"Aguascalientes","42.78"
"Nuevo León","39.31"
"Ciudad de México","38.39"
"Chihuahua","32.00"
"Querétaro","30.47"
"Zacatecas","29.93"
"México","25.98"
"Coahuila de Zaragoza","25.43"
"Michoacán de Ocampo","25.19"
"Oaxaca","24.13"
"Sinaloa","23.10"
"San Luis Potosí","22.74"
"Tabasco","22.27"
"Jalisco","21.86"
"Baja California Sur","20.40"
"Puebla","20.36"
"Guerrero","18.98"
"Veracruz de Ignacio de La Llave","18.68"
"Baja California","18.48"
"Nayarit","18.43"
"Morelos","18.42"
"Durango","18.26"
"Hidalgo","17.77"
"Yucatán","17.01"
"Tamaulipas","16.04"
"Quintana Roo","14.16"
"Tlaxcala","12.76"
"Sonora","9.42"
"Guanajuato","8.74"
"Chiapas","4.61"
"Campeche","2.70"
