"Estado","% Ocupación"
"Nuevo León","50.69"
"Nayarit","45.61"
"Ciudad de México","44.22"
"México","38.63"
"Colima","38.02"
"Hidalgo","33.33"
"Oaxaca","32.43"
"Coahuila de Zaragoza","31.83"
"Guerrero","31.64"
"Durango","31.46"
"Veracruz de Ignacio de La Llave","29.80"
"Chihuahua","29.39"
"Michoacán de Ocampo","28.46"
"Puebla","25.41"
"Tamaulipas","23.18"
"Baja California","22.58"
"Sinaloa","21.47"
"Aguascalientes","21.42"
"Zacatecas","20.96"
"Querétaro","19.81"
"Jalisco","19.78"
"Tabasco","19.04"
"Guanajuato","18.19"
"Sonora","18.09"
"Baja California Sur","17.64"
"San Luis Potosí","17.13"
"Quintana Roo","15.05"
"Morelos","14.02"
"Tlaxcala","11.60"
"Yucatán","11.12"
"Campeche","3.63"
"Chiapas","3.26"
