"Estado","% Ocupación"
"Ciudad de México","73.91"
"México","61.19"
"Guerrero","58.69"
"Baja California","54.86"
"Veracruz de Ignacio de La Llave","46.65"
"Tabasco","43.88"
"Sinaloa","41.23"
"Hidalgo","40.46"
"Morelos","37.42"
"Puebla","36.66"
"Quintana Roo","33.12"
"Nayarit","32.69"
"Yucatán","28.01"
"Chiapas","27.95"
"Oaxaca","23.84"
"Tlaxcala","20.66"
"Sonora","19.94"
"Coahuila de Zaragoza","18.87"
"Chihuahua","18.75"
"Aguascalientes","18.36"
"Nuevo León","17.36"
"Querétaro","16.99"
"Michoacán de Ocampo","14.03"
"Tamaulipas","12.67"
"Guanajuato","12.28"
"Colima","11.55"
"Campeche","10.44"
"Durango","10.00"
"Jalisco","9.92"
"San Luis Potosí","8.77"
"Baja California Sur","7.10"
"Zacatecas","5.37"
