"Estado","% Ocupación"
"Ciudad de México","38.50"
"Yucatán","35.53"
"Tabasco","34.35"
"Chihuahua","33.63"
"Querétaro","31.22"
"México","29.86"
"Michoacán de Ocampo","25.53"
"Colima","25.35"
"Aguascalientes","23.97"
"Veracruz de Ignacio de La Llave","23.09"
"Puebla","21.09"
"Tlaxcala","20.80"
"Durango","18.75"
"Sinaloa","18.59"
"Hidalgo","18.46"
"Nuevo León","17.33"
"Oaxaca","17.20"
"Morelos","16.37"
"Guerrero","15.22"
"San Luis Potosí","14.47"
"Jalisco","13.78"
"Baja California Sur","13.22"
"Quintana Roo","12.30"
"Tamaulipas","11.69"
"Guanajuato","9.65"
"Sonora","9.60"
"Baja California","9.05"
"Zacatecas","8.62"
"Coahuila de Zaragoza","8.46"
"Nayarit","7.76"
"Chiapas","6.49"
"Campeche","4.47"
