"Estado","% Ocupación"
"Baja California","66.40"
"Ciudad de México","65.84"
"México","65.67"
"Chiapas","52.83"
"Veracruz de Ignacio de La Llave","46.62"
"Puebla","44.40"
"Tabasco","43.78"
"Guerrero","42.48"
"Sonora","42.03"
"Sinaloa","39.42"
"Querétaro","37.33"
"Morelos","34.23"
"Oaxaca","32.35"
"Tlaxcala","31.42"
"Nayarit","29.57"
"Colima","27.27"
"Quintana Roo","26.66"
"Yucatán","24.55"
"Baja California Sur","23.91"
"Hidalgo","23.25"
"San Luis Potosí","23.15"
"Chihuahua","22.40"
"Campeche","20.58"
"Aguascalientes","19.85"
"Nuevo León","18.97"
"Coahuila de Zaragoza","16.77"
"Jalisco","16.24"
"Michoacán de Ocampo","15.97"
"Zacatecas","15.78"
"Tamaulipas","14.81"
"Durango","8.91"
"Guanajuato","7.80"
