"Estado","% Ocupación"
"Ciudad de México","86.06"
"México","78.22"
"Guanajuato","68.88"
"Hidalgo","67.23"
"Baja California","66.02"
"Nuevo León","63.77"
"Sonora","52.93"
"Durango","47.74"
"Querétaro","43.97"
"Coahuila de Zaragoza","43.92"
"Zacatecas","41.87"
"Oaxaca","40.70"
"Morelos","39.48"
"Puebla","37.08"
"Aguascalientes","35.75"
"Nayarit","30.07"
"Michoacán de Ocampo","30.04"
"Jalisco","29.31"
"Tlaxcala","28.19"
"Guerrero","28.15"
"Tabasco","27.13"
"Veracruz de Ignacio de La Llave","23.40"
"Chihuahua","22.83"
"Tamaulipas","22.15"
"Baja California Sur","22.08"
"San Luis Potosí","19.46"
"Colima","18.85"
"Sinaloa","16.88"
"Quintana Roo","16.01"
"Yucatán","9.95"
"Chiapas","5.50"
"Campeche","3.16"
