"Estado","% Ocupación"
"Colima","55.10"
"Nuevo León","54.37"
"Aguascalientes","46.60"
"San Luis Potosí","43.34"
"Yucatán","43.29"
"Ciudad de México","41.70"
"Tlaxcala","41.17"
"Baja California","40.43"
"Tamaulipas","38.51"
"México","35.04"
"Jalisco","34.24"
"Puebla","33.85"
"Durango","32.63"
"Veracruz de Ignacio de La Llave","32.56"
"Zacatecas","32.51"
"Querétaro","32.50"
"Nayarit","32.47"
"Coahuila de Zaragoza","31.89"
"Sinaloa","30.56"
"Quintana Roo","30.30"
"Tabasco","30.25"
"Oaxaca","27.45"
"Baja California Sur","27.40"
"Michoacán de Ocampo","26.10"
"Hidalgo","25.00"
"Morelos","20.60"
"Sonora","18.71"
"Guanajuato","17.16"
"Chihuahua","16.72"
"Guerrero","16.25"
"Chiapas","11.56"
"Campeche","8.75"
