"Estado","% Ocupación"
"Tlaxcala","87.50"
"Yucatán","78.57"
"Querétaro","78.12"
"Zacatecas","74.35"
"Tamaulipas","71.83"
"Ciudad de México","63.85"
"Nuevo León","62.41"
"Puebla","59.25"
"Durango","58.18"
"Veracruz de Ignacio de La Llave","56.11"
"Aguascalientes","50.00"
"México","47.96"
"Sinaloa","47.05"
"Quintana Roo","43.66"
"Baja California","42.85"
"Tabasco","41.44"
"Guanajuato","41.41"
"Oaxaca","41.34"
"Michoacán de Ocampo","40.00"
"San Luis Potosí","38.46"
"Guerrero","38.39"
"Jalisco","33.96"
"Hidalgo","32.14"
"Chiapas","31.18"
"Baja California Sur","29.26"
"Colima","28.57"
"Chihuahua","26.50"
"Morelos","25.00"
"Sonora","24.44"
"Coahuila de Zaragoza","20.37"
"Nayarit","10.00"
"Campeche","7.50"
