"Estado","% Ocupación"
"Durango","80.05"
"Chihuahua","78.12"
"Coahuila de Zaragoza","68.57"
"Zacatecas","65.41"
"Nuevo León","63.95"
"Ciudad de México","57.39"
"Aguascalientes","49.07"
"México","44.12"
"Hidalgo","44.02"
"Guanajuato","35.81"
"Querétaro","34.64"
"Baja California","26.57"
"Nayarit","26.45"
"Michoacán de Ocampo","25.76"
"Guerrero","24.36"
"Sonora","24.18"
"San Luis Potosí","23.87"
"Puebla","23.47"
"Oaxaca","22.92"
"Jalisco","22.25"
"Colima","21.31"
"Veracruz de Ignacio de La Llave","20.09"
"Sinaloa","20.04"
"Tamaulipas","19.33"
"Morelos","18.07"
"Tabasco","17.85"
"Baja California Sur","15.35"
"Quintana Roo","13.44"
"Tlaxcala","12.56"
"Yucatán","10.36"
"Chiapas","3.06"
"Campeche","2.34"
