"Estado","% Ocupación"
"México","66.91"
"Baja California","64.55"
"Ciudad de México","61.76"
"Sonora","49.75"
"Guerrero","49.68"
"Tlaxcala","48.75"
"Veracruz de Ignacio de La Llave","48.18"
"Puebla","45.80"
"Chiapas","45.14"
"Tabasco","44.01"
"Oaxaca","38.26"
"Sinaloa","37.83"
"Querétaro","33.52"
"Colima","32.55"
"Morelos","31.81"
"Yucatán","27.95"
"Quintana Roo","27.77"
"San Luis Potosí","27.18"
"Nayarit","27.02"
"Chihuahua","26.50"
"Baja California Sur","25.53"
"Hidalgo","23.26"
"Tamaulipas","23.15"
"Aguascalientes","23.07"
"Coahuila de Zaragoza","23.07"
"Zacatecas","19.17"
"Nuevo León","18.64"
"Michoacán de Ocampo","18.51"
"Jalisco","17.27"
"Campeche","12.69"
"Guanajuato","10.54"
"Durango","9.90"
