"Estado","% Ocupación"
"Nayarit","100.00"
"Tlaxcala","87.50"
"Nuevo León","77.08"
"Veracruz de Ignacio de La Llave","76.56"
"Querétaro","73.52"
"Sinaloa","68.42"
"Puebla","67.07"
"Tabasco","66.66"
"Ciudad de México","65.94"
"Guanajuato","61.79"
"México","58.07"
"Oaxaca","58.03"
"Quintana Roo","57.81"
"Tamaulipas","56.46"
"Baja California","54.21"
"Sonora","53.75"
"Zacatecas","53.33"
"Yucatán","50.94"
"Colima","50.00"
"Durango","47.16"
"Guerrero","41.83"
"Michoacán de Ocampo","40.00"
"Coahuila de Zaragoza","39.02"
"Aguascalientes","38.77"
"Chihuahua","38.75"
"Chiapas","31.94"
"Jalisco","30.86"
"San Luis Potosí","30.00"
"Morelos","23.75"
"Hidalgo","17.77"
"Campeche","11.42"
"Baja California Sur","7.69"
