"Estado","% Ocupación"
"Zacatecas","72.22"
"Querétaro","62.50"
"Yucatán","50.00"
"Sonora","45.94"
"Coahuila de Zaragoza","45.45"
"Quintana Roo","44.89"
"Nuevo León","31.15"
"México","29.72"
"Tamaulipas","26.88"
"Aguascalientes","26.41"
"Sinaloa","26.31"
"Puebla","25.55"
"Chihuahua","24.44"
"Oaxaca","22.58"
"Tabasco","20.98"
"Guerrero","18.88"
"Ciudad de México","18.42"
"Jalisco","16.00"
"Michoacán de Ocampo","14.28"
"Veracruz de Ignacio de La Llave","13.55"
"Durango","13.43"
"Baja California","11.11"
"Guanajuato","10.71"
"Campeche","9.09"
"San Luis Potosí","7.35"
"Hidalgo","6.38"
"Colima","5.55"
"Chiapas","4.54"
"Morelos","1.66"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Nayarit","0.00"
