"Estado","% Ocupación"
"Ciudad de México","66.77"
"Tlaxcala","59.57"
"México","56.15"
"Morelos","52.68"
"Oaxaca","51.66"
"Nuevo León","48.75"
"Colima","46.42"
"Aguascalientes","46.11"
"Michoacán de Ocampo","42.85"
"Veracruz de Ignacio de La Llave","42.65"
"Hidalgo","42.46"
"Puebla","40.20"
"Querétaro","39.13"
"Tabasco","39.04"
"Jalisco","38.49"
"Guerrero","35.55"
"Baja California","34.51"
"San Luis Potosí","34.14"
"Guanajuato","33.65"
"Zacatecas","32.33"
"Nayarit","28.37"
"Baja California Sur","27.86"
"Sinaloa","25.92"
"Yucatán","25.12"
"Sonora","24.47"
"Coahuila de Zaragoza","24.28"
"Durango","23.52"
"Tamaulipas","21.31"
"Chihuahua","20.92"
"Quintana Roo","14.47"
"Chiapas","11.27"
"Campeche","5.92"
