"Estado","% Ocupación"
"Chihuahua","66.91"
"Durango","51.61"
"Aguascalientes","50.73"
"Nuevo León","45.43"
"Ciudad de México","44.86"
"Coahuila de Zaragoza","40.38"
"Zacatecas","36.58"
"Morelos","31.11"
"Querétaro","30.30"
"Oaxaca","28.95"
"México","28.69"
"Baja California","27.89"
"San Luis Potosí","25.89"
"Sinaloa","25.48"
"Colima","23.65"
"Tabasco","22.62"
"Jalisco","21.12"
"Hidalgo","20.71"
"Baja California Sur","18.57"
"Guerrero","18.18"
"Sonora","16.66"
"Michoacán de Ocampo","16.41"
"Veracruz de Ignacio de La Llave","15.46"
"Tamaulipas","14.90"
"Puebla","14.32"
"Tlaxcala","11.62"
"Guanajuato","10.70"
"Yucatán","10.04"
"Nayarit","8.75"
"Quintana Roo","8.58"
"Chiapas","2.99"
"Campeche","0.56"
