"Estado","% Ocupación"
"Nuevo León","68.46"
"Tabasco","66.00"
"Puebla","54.95"
"Baja California","53.92"
"Veracruz de Ignacio de La Llave","50.91"
"Ciudad de México","48.59"
"Yucatán","47.89"
"Sinaloa","44.71"
"México","42.97"
"Colima","42.16"
"Nayarit","41.86"
"Coahuila de Zaragoza","39.79"
"Tlaxcala","39.31"
"Sonora","38.42"
"San Luis Potosí","38.37"
"Quintana Roo","38.32"
"Zacatecas","36.09"
"Tamaulipas","35.24"
"Aguascalientes","34.89"
"Oaxaca","31.27"
"Durango","31.03"
"Guerrero","29.64"
"Baja California Sur","29.62"
"Querétaro","27.27"
"Jalisco","26.85"
"Chiapas","25.12"
"Campeche","23.57"
"Chihuahua","21.54"
"Michoacán de Ocampo","21.46"
"Morelos","19.51"
"Guanajuato","19.18"
"Hidalgo","14.48"
