"Estado","% Ocupación"
"Baja California","63.35"
"México","60.15"
"Sonora","56.10"
"Nuevo León","54.62"
"Ciudad de México","53.75"
"Puebla","53.73"
"Tabasco","52.52"
"Tlaxcala","48.41"
"Guerrero","47.88"
"Sinaloa","45.08"
"Veracruz de Ignacio de La Llave","40.93"
"Oaxaca","40.21"
"Colima","36.66"
"Chiapas","36.31"
"Tamaulipas","35.32"
"Campeche","33.72"
"Morelos","32.52"
"Aguascalientes","32.21"
"Querétaro","29.91"
"Jalisco","28.97"
"Coahuila de Zaragoza","28.66"
"Yucatán","28.28"
"San Luis Potosí","26.27"
"Quintana Roo","25.10"
"Durango","24.52"
"Michoacán de Ocampo","23.58"
"Nayarit","23.30"
"Guanajuato","20.24"
"Zacatecas","20.21"
"Hidalgo","17.69"
"Chihuahua","17.64"
"Baja California Sur","16.07"
