"Estado","% Ocupación"
"Ciudad de México","77.97"
"México","77.54"
"Guerrero","59.53"
"Baja California","58.54"
"Sonora","52.36"
"Tlaxcala","50.62"
"Puebla","48.55"
"Morelos","48.50"
"Veracruz de Ignacio de La Llave","47.24"
"Tabasco","45.66"
"Oaxaca","43.03"
"Hidalgo","42.29"
"Sinaloa","42.10"
"Guanajuato","39.13"
"Nayarit","38.06"
"Chiapas","34.44"
"Yucatán","34.05"
"Coahuila de Zaragoza","33.33"
"Jalisco","31.23"
"Querétaro","30.32"
"Michoacán de Ocampo","26.15"
"Colima","25.66"
"Nuevo León","22.80"
"Chihuahua","22.42"
"Campeche","20.47"
"Quintana Roo","20.33"
"Aguascalientes","19.78"
"Durango","18.33"
"Tamaulipas","13.73"
"San Luis Potosí","13.64"
"Zacatecas","10.84"
"Baja California Sur","9.88"
