"Estado","% Ocupación"
"Ciudad de México","48.71"
"Oaxaca","47.91"
"Puebla","47.43"
"Morelos","44.79"
"México","40.18"
"Querétaro","37.53"
"Guerrero","33.26"
"Nuevo León","25.27"
"Veracruz de Ignacio de La Llave","23.30"
"Michoacán de Ocampo","22.93"
"Hidalgo","22.47"
"Aguascalientes","22.24"
"Tabasco","20.27"
"Durango","20.25"
"Baja California Sur","19.37"
"Guanajuato","18.68"
"Jalisco","17.28"
"Sinaloa","15.82"
"Chihuahua","15.52"
"Colima","15.31"
"Nayarit","14.70"
"Sonora","14.25"
"Yucatán","13.33"
"San Luis Potosí","13.15"
"Quintana Roo","12.53"
"Zacatecas","12.44"
"Tamaulipas","12.36"
"Tlaxcala","11.68"
"Baja California","7.40"
"Coahuila de Zaragoza","7.38"
"Chiapas","5.95"
"Campeche","4.56"
