"Estado","% Ocupación"
"Colima","100.00"
"Tlaxcala","87.50"
"Nayarit","80.00"
"Veracruz de Ignacio de La Llave","79.23"
"Ciudad de México","75.59"
"Querétaro","73.52"
"Sinaloa","67.01"
"Baja California","66.66"
"Durango","66.66"
"Nuevo León","64.86"
"Sonora","64.28"
"México","63.98"
"Tabasco","60.13"
"Puebla","57.81"
"Yucatán","57.14"
"Guanajuato","55.69"
"Guerrero","50.58"
"Quintana Roo","50.00"
"Oaxaca","48.18"
"Tamaulipas","46.77"
"San Luis Potosí","41.30"
"Zacatecas","36.66"
"Chihuahua","34.17"
"Aguascalientes","33.33"
"Jalisco","32.98"
"Morelos","30.00"
"Michoacán de Ocampo","27.90"
"Chiapas","26.17"
"Coahuila de Zaragoza","22.03"
"Campeche","16.21"
"Hidalgo","11.95"
"Baja California Sur","7.69"
