"Estado","% Ocupación"
"Ciudad de México","41.55"
"México","40.36"
"Quintana Roo","34.68"
"Baja California","31.28"
"Sinaloa","26.13"
"Coahuila de Zaragoza","22.75"
"Hidalgo","22.72"
"Durango","21.81"
"Morelos","20.00"
"Tlaxcala","20.00"
"Guerrero","19.13"
"Nayarit","18.75"
"Tabasco","18.63"
"Baja California Sur","18.18"
"Chiapas","16.66"
"Chihuahua","13.69"
"Sonora","13.01"
"Michoacán de Ocampo","12.03"
"Veracruz de Ignacio de La Llave","11.34"
"Zacatecas","10.25"
"San Luis Potosí","8.49"
"Puebla","8.11"
"Yucatán","7.76"
"Tamaulipas","7.69"
"Oaxaca","7.40"
"Jalisco","6.13"
"Querétaro","5.35"
"Aguascalientes","4.67"
"Nuevo León","4.49"
"Guanajuato","4.32"
"Campeche","3.57"
"Colima","2.90"
