"Estado","% Ocupación"
"Nuevo León","48.92"
"Chihuahua","47.84"
"Ciudad de México","41.04"
"Colima","38.58"
"Durango","38.16"
"Nayarit","38.04"
"Hidalgo","37.97"
"México","37.49"
"Coahuila de Zaragoza","34.76"
"Oaxaca","34.35"
"Guerrero","29.19"
"Michoacán de Ocampo","28.48"
"Baja California","24.17"
"Veracruz de Ignacio de La Llave","23.62"
"Aguascalientes","23.48"
"Puebla","22.44"
"Zacatecas","21.71"
"Sinaloa","21.67"
"Jalisco","21.37"
"Tamaulipas","19.43"
"Quintana Roo","19.11"
"San Luis Potosí","18.88"
"Baja California Sur","18.65"
"Morelos","18.07"
"Tabasco","17.03"
"Querétaro","16.72"
"Guanajuato","16.18"
"Sonora","15.44"
"Yucatán","12.34"
"Tlaxcala","10.24"
"Chiapas","5.25"
"Campeche","3.64"
