"Estado","% Ocupación"
"Chihuahua","62.12"
"Aguascalientes","57.56"
"Zacatecas","50.00"
"Durango","48.14"
"Nuevo León","48.07"
"Ciudad de México","44.32"
"Coahuila de Zaragoza","32.66"
"Oaxaca","32.11"
"Querétaro","31.08"
"México","29.91"
"San Luis Potosí","29.75"
"Colima","23.76"
"Baja California","22.71"
"Michoacán de Ocampo","21.87"
"Jalisco","21.08"
"Hidalgo","20.92"
"Sinaloa","20.55"
"Morelos","19.49"
"Veracruz de Ignacio de La Llave","18.62"
"Guerrero","18.41"
"Sonora","18.09"
"Baja California Sur","16.40"
"Tamaulipas","15.15"
"Tabasco","14.49"
"Puebla","13.55"
"Guanajuato","11.84"
"Tlaxcala","10.76"
"Nayarit","9.75"
"Yucatán","8.83"
"Quintana Roo","6.75"
"Chiapas","2.28"
"Campeche","0.57"
