"Estado","% Ocupación"
"Nayarit","74.86"
"Nuevo León","67.57"
"Coahuila de Zaragoza","65.42"
"Tabasco","63.60"
"Veracruz de Ignacio de La Llave","58.72"
"Puebla","58.59"
"Guanajuato","55.41"
"Tamaulipas","52.65"
"Baja California Sur","50.00"
"Colima","48.52"
"Ciudad de México","48.05"
"México","44.97"
"Sonora","41.16"
"Baja California","40.79"
"Zacatecas","40.76"
"Sinaloa","40.66"
"Hidalgo","40.00"
"Michoacán de Ocampo","39.57"
"Quintana Roo","39.36"
"Yucatán","38.59"
"Oaxaca","38.53"
"Guerrero","34.62"
"Durango","34.39"
"Morelos","33.09"
"Aguascalientes","32.91"
"San Luis Potosí","31.91"
"Chiapas","30.01"
"Campeche","28.53"
"Querétaro","27.54"
"Tlaxcala","27.37"
"Jalisco","25.16"
"Chihuahua","22.74"
