"Estado","% Ocupación"
"Ciudad de México","79.44"
"Morelos","77.32"
"México","76.74"
"Guanajuato","69.47"
"Puebla","67.01"
"Hidalgo","64.50"
"Guerrero","63.19"
"Oaxaca","59.27"
"Nuevo León","56.10"
"Nayarit","55.02"
"Querétaro","49.80"
"Michoacán de Ocampo","49.43"
"Baja California Sur","47.03"
"Veracruz de Ignacio de La Llave","44.79"
"Jalisco","42.26"
"Colima","37.74"
"Tlaxcala","37.60"
"Zacatecas","36.84"
"Sonora","36.84"
"Aguascalientes","36.42"
"Baja California","34.25"
"Sinaloa","32.25"
"Durango","31.94"
"San Luis Potosí","31.34"
"Coahuila de Zaragoza","29.01"
"Quintana Roo","24.93"
"Tabasco","22.69"
"Tamaulipas","21.72"
"Chihuahua","17.54"
"Yucatán","14.38"
"Chiapas","11.70"
"Campeche","4.78"
