"Estado","% Ocupación"
"Ciudad de México","91.29"
"México","84.15"
"Nuevo León","83.46"
"Hidalgo","82.37"
"Guanajuato","81.16"
"Puebla","75.58"
"Morelos","68.55"
"Nayarit","68.54"
"Querétaro","64.39"
"Sonora","58.56"
"Baja California","57.92"
"Guerrero","57.91"
"Baja California Sur","54.44"
"Tlaxcala","51.57"
"Michoacán de Ocampo","51.55"
"Oaxaca","50.68"
"Jalisco","49.61"
"Coahuila de Zaragoza","47.51"
"Veracruz de Ignacio de La Llave","46.07"
"Zacatecas","44.62"
"Durango","42.81"
"Sinaloa","38.86"
"Colima","35.54"
"San Luis Potosí","35.39"
"Tabasco","34.71"
"Aguascalientes","33.79"
"Tamaulipas","32.03"
"Quintana Roo","28.50"
"Chihuahua","20.49"
"Chiapas","13.46"
"Yucatán","10.83"
"Campeche","7.32"
