"Estado","% Ocupación"
"Ciudad de México","58.62"
"México","46.13"
"Tlaxcala","44.05"
"Colima","42.10"
"Aguascalientes","41.41"
"Oaxaca","38.74"
"Nuevo León","36.41"
"Tabasco","36.36"
"Michoacán de Ocampo","35.08"
"Yucatán","34.51"
"Querétaro","33.33"
"Hidalgo","32.44"
"San Luis Potosí","32.00"
"Veracruz de Ignacio de La Llave","31.29"
"Jalisco","30.38"
"Puebla","29.87"
"Morelos","29.87"
"Sinaloa","24.30"
"Chihuahua","23.37"
"Zacatecas","23.35"
"Guerrero","22.76"
"Durango","22.72"
"Guanajuato","22.71"
"Baja California","20.99"
"Baja California Sur","17.56"
"Coahuila de Zaragoza","15.76"
"Nayarit","15.43"
"Sonora","14.23"
"Tamaulipas","12.05"
"Quintana Roo","10.48"
"Chiapas","6.02"
"Campeche","5.22"
