"Estado","% Ocupación"
"Nayarit","51.85"
"Colima","47.39"
"Nuevo León","47.03"
"Ciudad de México","45.18"
"México","37.73"
"Veracruz de Ignacio de La Llave","36.18"
"Guerrero","36.16"
"Hidalgo","35.66"
"Michoacán de Ocampo","34.86"
"Puebla","29.53"
"Durango","28.33"
"Coahuila de Zaragoza","26.92"
"Zacatecas","26.76"
"Oaxaca","26.30"
"Sinaloa","24.55"
"Baja California Sur","24.17"
"Baja California","23.67"
"Querétaro","23.57"
"Guanajuato","23.53"
"San Luis Potosí","22.92"
"Tamaulipas","22.73"
"Chihuahua","22.53"
"Quintana Roo","22.47"
"Morelos","22.31"
"Aguascalientes","22.05"
"Tabasco","21.56"
"Jalisco","21.48"
"Yucatán","19.32"
"Sonora","16.71"
"Tlaxcala","16.37"
"Chiapas","5.72"
"Campeche","5.66"
