"Estado","% Ocupación"
"Zacatecas","94.44"
"Ciudad de México","85.32"
"Querétaro","81.57"
"Tlaxcala","75.00"
"México","75.00"
"Yucatán","72.97"
"Nuevo León","64.22"
"Puebla","60.90"
"Oaxaca","60.67"
"Aguascalientes","56.45"
"Hidalgo","52.63"
"Tabasco","52.45"
"Guanajuato","48.78"
"Morelos","47.94"
"Veracruz de Ignacio de La Llave","42.22"
"Durango","41.86"
"Guerrero","41.66"
"San Luis Potosí","41.57"
"Jalisco","41.34"
"Tamaulipas","40.56"
"Michoacán de Ocampo","35.89"
"Sinaloa","35.23"
"Sonora","34.61"
"Colima","33.33"
"Baja California","30.00"
"Chihuahua","21.21"
"Quintana Roo","21.05"
"Coahuila de Zaragoza","16.36"
"Baja California Sur","14.28"
"Campeche","11.76"
"Nayarit","10.00"
"Chiapas","8.82"
