"Estado","% Ocupación"
"Querétaro","71.87"
"Zacatecas","67.85"
"Ciudad de México","63.80"
"Durango","56.52"
"Michoacán de Ocampo","55.76"
"Tamaulipas","53.78"
"Baja California","52.08"
"Aguascalientes","50.00"
"Tlaxcala","50.00"
"Nuevo León","43.64"
"Veracruz de Ignacio de La Llave","43.50"
"Yucatán","39.06"
"Puebla","36.78"
"México","36.72"
"Jalisco","36.18"
"Oaxaca","34.61"
"Guerrero","30.69"
"Quintana Roo","30.33"
"Chihuahua","30.26"
"Guanajuato","26.16"
"Tabasco","25.38"
"San Luis Potosí","24.81"
"Sinaloa","19.56"
"Hidalgo","19.38"
"Coahuila de Zaragoza","18.18"
"Morelos","17.50"
"Sonora","16.21"
"Colima","15.78"
"Campeche","12.19"
"Chiapas","11.11"
"Baja California Sur","9.09"
"Nayarit","6.66"
