"Estado","% Ocupación"
"Querétaro","71.87"
"Ciudad de México","61.16"
"Aguascalientes","54.83"
"Nuevo León","53.49"
"Chihuahua","51.13"
"Michoacán de Ocampo","51.02"
"Zacatecas","50.00"
"Puebla","45.97"
"Baja California","45.16"
"Nayarit","44.44"
"Oaxaca","41.90"
"Veracruz de Ignacio de La Llave","38.92"
"Durango","37.93"
"Tamaulipas","37.70"
"México","35.58"
"Sonora","34.28"
"Yucatán","33.33"
"Jalisco","32.59"
"Guerrero","30.35"
"Sinaloa","25.49"
"Quintana Roo","25.00"
"Tlaxcala","25.00"
"Tabasco","21.64"
"San Luis Potosí","21.15"
"Colima","21.05"
"Coahuila de Zaragoza","20.33"
"Hidalgo","18.55"
"Guanajuato","13.76"
"Morelos","11.25"
"Baja California Sur","8.82"
"Chiapas","6.49"
"Campeche","4.34"
